name,eco,fen,moves
"Latvian Gambit: Mayet Attack, Strautins Gambit",C40,rnbqkbnr/p1pp2pp/8/1p2pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 f5   Bc4 b5
Latvian Gambit: Mlotkowski Variation,C40,rnbqkbnr/pppp2pp/8/4pp2/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq,  e4 e5   Nf3 f5   Nc3
Latvian Gambit: Senechaud Gambit,C40,rnbqkbnr/pppp2pp/8/4pp2/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 f5   b4
Lemming Defense,B00,r1bqkbnr/pppppppp/n7/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 Na6
Lion Defense: Anti-Philidor,B07,r1bqkb1r/pppnpppp/3p1n2/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq,  e4 d6   d4 Nf6   Nc3 Nbd7   f4
"Lion Defense: Anti-Philidor, Lion's Cave",B07,r1bqkb1r/pppn1ppp/3p1n2/4p3/3PPP2/2N5/PPP3PP/R1BQKBNR w KQkq,  e4 d6   d4 Nf6   Nc3 Nbd7   f4 e5
Lion Defense: Bayonet Attack,B07,r1bqkb1r/pppnpppp/3p1n2/8/3PP1P1/2N5/PPP2P1P/R1BQKBNR b KQkq,  e4 d6   d4 Nf6   Nc3 Nbd7   g4
Lion Defense: Lion's Jaw,B07,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq,  e4 d6   d4 Nf6   f3
London System,A48,rnbqkb1r/pppppp1p/5np1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq,  d4 Nf6   Nf3 g6   Bf4
Marienbad System,A47,rn1qkb1r/pb1ppppp/1p3n2/2p5/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq,  d4 Nf6   Nf3 b6   g3 Bb7   Bg2 c5
Mexican Defense,A50,r1bqkb1r/pppppppp/2n2n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 Nc6
Mexican Defense: Horsefly Gambit,A50,r1bqkb1r/pppppppp/5n2/3Pn3/2P2P2/8/PP2P1PP/RNBQKBNR b KQkq,  d4 Nf6   c4 Nc6   d5 Ne5   f4
Mieses Opening,A00,rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq,  d3
Mieses Opening: Myers Spike Attack,A00,rnbqkbnr/pppppp1p/6p1/8/6P1/3P4/PPP1PP1P/RNBQKBNR b KQkq,  d3 g6   g4
Mieses Opening: Reversed Rat,A00,rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPP1PPPP/RNBQKBNR w KQkq,  d3 e5
Mikenas Defense,A40,r1bqkbnr/pppppppp/2n5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 Nc6
Mikenas Defense: Cannstatter Variation,A40,r1bqkbnr/pppp1ppp/8/3Pp3/2Pn4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nc6   c4 e5   d5 Nd4
Mikenas Defense: Lithuanian Variation,A40,r1bqkbnr/ppppnppp/8/3Pp3/2P5/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nc6   c4 e5   d5 Nce7
Modern Defense,B06,rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 g6
Modern Defense: Averbakh System,A41,rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq,  d4 g6   c4 Bg7   Nc3 d6   e4
Modern Defense: Bishop Attack,B06,rnbqk1nr/ppppppbp/6p1/8/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq,  e4 g6   d4 Bg7   Bc4
"Modern Defense: Bishop Attack, Buecker Gambit",B06,rnbqk1nr/p1ppppbp/6p1/1p6/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq,  e4 g6   d4 Bg7   Bc4 b5
Modern Defense: Fianchetto Gambit,B06,rnbqkbnr/ppppp2p/6p1/5p2/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 g6   d4 f5
Modern Defense: Geller's System,B06,rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2P2N2/PP3PPP/RNBQKB1R b KQkq,  e4 g6   d4 Bg7   Nf3 d6   c3
Modern Defense: Kotov Variation,A41,r1bqk1nr/ppp1ppbp/2np2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq,  d4 g6   c4 Bg7   Nc3 d6   e4 Nc6
"Modern Defense: Lizard Defense, Mittenberger Gambit",B06,rnbqk1nr/ppp1ppbp/6p1/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 g6   d4 Bg7   Nc3 d5
"Modern Defense: Lizard Defense, Pirc-Diemer Gambit",A40,rnbqkb1r/pppppp1p/5np1/7P/3P4/8/PPP1PPP1/RNBQKBNR b KQkq,  d4 g6   h4 Nf6   h5
Modern Defense: Modern Pterodactyl,B06,rnbqk1nr/pp1pppbp/6p1/2p5/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 g6   d4 Bg7   Nc3 c5
Modern Defense: Mongredien Defense,B06,rnbqk1nr/p1ppppbp/1p4p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 g6   d4 Bg7   Nf3 b6
Modern Defense: Neo-Modern Defense,A41,rnbqk1nr/pppp1pbp/6p1/4p3/2PPP3/8/PP3PPP/RNBQKBNR w KQkq,  c4 g6   e4 Bg7   d4 e5
Modern Defense: Norwegian Defense,B06,rnbqkb1r/pppppp1p/5np1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 g6   d4 Nf6
"Modern Defense: Norwegian Defense, Norwegian Gambit",B06,rnbqkb1r/ppp1pp1p/3p2p1/4P2n/3P4/8/PPP1BPPP/RNBQK1NR w KQkq,  e4 g6   d4 Nf6   e5 Nh5   Be2 d6
Modern Defense: Pseudo-Austrian Attack,B06,rnbqk1nr/ppp1ppbp/3p2p1/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq,  e4 g6   d4 Bg7   Nc3 d6   f4
Modern Defense: Pterodactyl Variation,B06,rnb1k1nr/pp1pppbp/6p1/q1p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq,  e4 c5   Nf3 g6   d4 Bg7   Nc3 Qa5
Modern Defense: Randspringer Variation,A41,rnbqk1nr/ppp1p1bp/3p2p1/5p2/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq,  d4 g6   c4 Bg7   Nc3 d6   e4 f5
"Modern Defense: Semi-Averbakh Variation, Polish Variation",A40,rnb1k1nr/pp1pppbp/1q4p1/2p5/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq,  Nf3 c5   c4 g6   d4 Bg7   e4 Qb6
"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation",A40,rnb1k1nr/pp1pppbp/6p1/q1p5/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq,  Nf3 c5   c4 g6   d4 Bg7   e4 Qa5+
Modern Defense: Standard Defense,B06,rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 g6   d4 Bg7   Nc3 d6
Modern Defense: Standard Line,B06,rnbqk1nr/ppppppbp/6p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq,  e4 g6   d4 Bg7   Nc3
Modern Defense: Three Pawns Attack,B06,rnbqk1nr/ppppppbp/6p1/8/3PPP2/8/PPP3PP/RNBQKBNR b KQkq,  e4 g6   d4 Bg7   f4
Modern Defense: Two Knights Variation,B06,rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq,  e4 g6   d4 Bg7   Nc3 d6   Nf3
"Modern Defense: Two Knights Variation, Suttles Variation",B06,rnbqk1nr/pp2ppbp/2pp2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq,  e4 g6   d4 Bg7   Nc3 c6   Nf3 d6
Modern Defense: Westermann Gambit,B06,rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPPB1PPP/RN1QKBNR b KQkq,  e4 g6   d4 Bg7   Bd2
Modern Defense: Wind Gambit,B06,rnbqk1nr/ppppppbp/6p1/8/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq,  e4 g6   d4 Bg7   Bd3
Montevideo Defense,A40,rnbqkbnr/pppppppp/8/3P4/8/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 Nc6   d5 Nb8
Neo-Gruenfeld Defense,D70,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq,  d4 Nf6   c4 g6   g3 d5
Neo-Gruenfeld Defense: Goglidze Attack,D70,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/5P2/PP2P1PP/RNBQKBNR w KQkq,  d4 Nf6   c4 g6   f3 d5
Neo-Gruenfeld Defense: Non- or Delayed Fianchetto,D70,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 g6   c4 d5
Nimzo-Indian Defense,E20,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq,  d4 Nf6   c4 e6   Nc3
Nimzo-Indian Defense: Classical Variation,E32,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR b KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   Qc2
"Nimzo-Indian Defense: Classical Variation, Berlin Variation",E38,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   Qc2 c5
"Nimzo-Indian Defense: Classical Variation, Noa Variation",E34,rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   Qc2 d5
Nimzo-Indian Defense: Huebner Variation,E41,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   e3 c5
Nimzo-Indian Defense: Kmoch Variation,E20,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N2P2/PP2P1PP/R1BQKBNR b KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   f3
Nimzo-Indian Defense: Leningrad Variation,E30,rnbqk2r/pppp1ppp/4pn2/6B1/1bPP4/2N5/PP2PPPP/R2QKBNR b KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   Bg5
Nimzo-Indian Defense: Mikenas Attack,E20,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2NQ4/PP2PPPP/R1B1KBNR b KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   Qd3
Nimzo-Indian Defense: Normal Line,E40,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   e3
Nimzo-Indian Defense: Normal Variation,E46,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ,  d4 Nf6   c4 e6   Nc3 Bb4   e3 O-O
"Nimzo-Indian Defense: Normal Variation, Taimanov Variation",E40,r1bqk2r/pppp1ppp/2n1pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   e3 Nc6
Nimzo-Indian Defense: Romanishin Variation,E20,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N3P1/PP2PP1P/R1BQKBNR b KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   g3
Nimzo-Indian Defense: Spielmann Variation,E22,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/1QN5/PP2PPPP/R1B1KBNR b KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   Qb3
Nimzo-Indian Defense: Three Knights Variation,E21,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq,  d4 Nf6   c4 e6   Nc3 Bb4   Nf3
"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",E21,rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq,  d4 Nf6   c4 e6   Nf3 b6   Nc3 Bb4
Nimzo-Larsen Attack,A01,rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq,  b3
Nimzo-Larsen Attack: Classical Variation,A01,rnbqkbnr/ppp1pppp/8/3p4/8/1P6/P1PPPPPP/RNBQKBNR w KQkq,  b3 d5
Nimzo-Larsen Attack: Dutch Variation,A01,rnbqkbnr/ppppp1pp/8/5p2/8/1P6/P1PPPPPP/RNBQKBNR w KQkq,  b3 f5
Nimzo-Larsen Attack: English Variation,A01,rnbqkbnr/pp1ppppp/8/2p5/8/1P6/P1PPPPPP/RNBQKBNR w KQkq,  b3 c5
Nimzo-Larsen Attack: Graz Attack,A00,rnbqkbnr/ppp1pppp/8/3p4/8/BP6/P1PPPPPP/RN1QKBNR b KQkq,  b3 d5   Ba3
Nimzo-Larsen Attack: Indian Variation,A01,rnbqkb1r/pppppppp/5n2/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq,  b3 Nf6
Nimzo-Larsen Attack: Modern Variation,A01,rnbqkbnr/pppp1ppp/8/4p3/8/1P6/P1PPPPPP/RNBQKBNR w KQkq,  b3 e5
Nimzo-Larsen Attack: Norfolk Gambit,A01,rnbqkbnr/pp2pppp/8/2pp4/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq,  Nf3 d5   b3 c5   e4
Nimzo-Larsen Attack: Pachman Gambit,A01,r1bqkbnr/pppp1ppp/2n5/4p3/5P2/1P6/PBPPP1PP/RN1QKBNR b KQkq,  b3 e5   Bb2 Nc6   f4
Nimzo-Larsen Attack: Ringelbach Gambit,A01,rnbqkbnr/pppp2pp/4p3/5p2/4P3/1P6/PBPP1PPP/RN1QKBNR b KQkq,  b3 f5   Bb2 e6   e4
Nimzo-Larsen Attack: Spike Variation,A01,rnbqkb1r/pppppp1p/5np1/8/6P1/1P6/PBPPPP1P/RN1QKBNR b KQkq,  b3 Nf6   Bb2 g6   g4
Nimzo-Larsen Attack: Symmetrical Variation,A01,rnbqkbnr/p1pppppp/1p6/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq,  b3 b6
Nimzowitsch Defense,B00,r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 Nc6
"Nimzowitsch Defense, Declined Variation",B00,r1bqkbnr/pppppppp/2n5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq,  e4 Nc6   Nf3
Nimzowitsch Defense: Breyer Variation,B00,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 Nc6   Nc3 Nf6   d4 e5
Nimzowitsch Defense: El Columpio Defense,B00,r1bqkb1r/pppppppp/2n5/4P3/6n1/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 Nc6   Nf3 Nf6   e5 Ng4
Nimzowitsch Defense: Franco-Nimzowitsch Variation,B00,r1bqkbnr/pppp1ppp/2n1p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 Nc6   Nf3 e6
Nimzowitsch Defense: French Connection,B00,r1bqkbnr/pppp1ppp/2n1p3/8/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq,  e4 Nc6   Nc3 e6
Nimzowitsch Defense: Hornung Gambit,B00,r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq,  e4 Nc6   d4 d5   Be3
Nimzowitsch Defense: Kennedy Variation,B00,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 e5
"Nimzowitsch Defense: Kennedy Variation, Bielefelder Gambit",B00,r1bqk1nr/pppp1ppp/2n5/2b1P3/4P3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 e5   dxe5 Bc5
"Nimzowitsch Defense: Kennedy Variation, Hammer Gambit",B00,r1bqkbnr/pppp2pp/2n2p2/4P3/4P3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 e5   dxe5 f6
"Nimzowitsch Defense: Kennedy Variation, Herford Gambit",B00,r1b1kbnr/pppp1ppp/2n5/4P3/4P2q/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 e5   dxe5 Qh4
"Nimzowitsch Defense: Kennedy Variation, Keres Attack",B00,r1bqkbnr/pppp1ppp/8/4n3/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq,  e4 Nc6   d4 e5   dxe5 Nxe5   Nc3
"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",B00,r1bqkbnr/pppp1ppp/2n5/3Pp3/4P3/8/PPP2PPP/RNBQKBNR b KQkq,  e4 Nc6   d4 e5   d5
"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",B00,r1bqkbnr/pppp1ppp/8/4n3/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 Nc6   d4 e5   dxe5 Nxe5   Nf3
"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",B00,r1bqkbnr/ppp2ppp/2np4/4P3/4P3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 e5   dxe5 d6
Nimzowitsch Defense: Lean Variation,B00,r1bqkbnr/ppppp1pp/2n5/5p2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 Nc6   Nf3 f5
"Nimzowitsch Defense: Lean Variation, Colorado Counter Accepted",B00,r1bqkbnr/ppppp1pp/2n5/5P2/8/5N2/PPPP1PPP/RNBQKB1R b KQkq,  e4 Nc6   Nf3 f5   exf5
Nimzowitsch Defense: Mikenas Variation,B00,r1bqkbnr/ppp1pppp/2np4/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 d6
Nimzowitsch Defense: Neo-Mongoloid Defense,B00,r1bqkbnr/ppppp1pp/2n2p2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 f6
Nimzowitsch Defense: Pirc Connection,B00,r1bqkbnr/pppppp1p/2n3p1/8/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq,  e4 Nc6   Nc3 g6
Nimzowitsch Defense: Pseudo-Spanish Variation,B00,r1bqkbnr/pppppppp/2n5/1B6/4P3/8/PPPP1PPP/RNBQK1NR b KQkq,  e4 Nc6   Bb5
Nimzowitsch Defense: Scandinavian Variation,B00,r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 d5
"Nimzowitsch Defense: Scandinavian Variation, Aachen Gambit",B00,r1bqkbnr/ppp1pppp/8/3P4/1n1P4/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 d5   exd5 Nb4
"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",B00,r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq,  e4 Nc6   d4 d5   e5
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation",B00,r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq,  e4 Nc6   d4 d5   Nc3
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Brandics Gambit",B00,r1bqkbnr/1pp1pppp/p1n5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 Nc6   d4 d5   Nc3 a6
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Erben Gambit",B00,r1bqkbnr/ppp1pp1p/2n3p1/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 Nc6   d4 d5   Nc3 g6
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Heinola-Deppe Gambit",B00,r1bqkbnr/ppp2ppp/2n5/3pp3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 Nc6   d4 d5   Nc3 e5
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Vehre Variation",B00,r1bqkb1r/ppp1pppp/2n2n2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 Nc6   d4 d5   Nc3 Nf6
"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",B00,r1b1kbnr/ppp1pppp/2n5/3q4/3P4/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 d5   exd5 Qxd5
"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation, Marshall Gambit",B00,r1b1kbnr/ppp1pppp/2n5/3q4/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq,  e4 Nc6   d4 d5   exd5 Qxd5   Nc3
Nimzowitsch Defense: Wheeler Gambit,B00,r1bqkbnr/pppppppp/2n5/8/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq,  e4 Nc6   b4
Nimzowitsch Defense: Williams Variation,B00,r1bqkbnr/ppp1pppp/2np4/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 Nc6   Nf3 d6
Nimzowitsch Defense: Woodchuck Variation,B00,r1bqkbnr/1ppppppp/p1n5/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 Nc6   d4 a6
Nimzowitsch-Larsen Attack: Polish Variation,A01,rnbqkbnr/p1pppppp/8/1p6/8/1P6/P1PPPPPP/RNBQKBNR w KQkq,  b3 b5
Norwegian Defense,B06,rnbqkb1r/ppppppnp/6p1/4P3/3P2P1/8/PPP2P1P/RNBQKBNR w KQkq,  e4 g6   d4 Nf6   e5 Nh5   g4 Ng7
Old Benoni Defense,A43,rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 c5
Old Benoni Defense: Mujannah Formation,A43,rnbqkbnr/pp1pp1pp/8/2pP1p2/8/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 c5   d5 f5
Old Indian Defense,A41,rnbqkbnr/ppp1pppp/3p4/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq,  d4 d6   c4
Old Indian Defense: Janowski Variation,A53,rn1qkb1r/ppp1pppp/3p1n2/5b2/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 Nf6   c4 d6   Nc3 Bf5
"Old Indian Defense: Janowski Variation, Fianchetto Variation",A53,rn1qkb1r/ppp1pppp/3p1n2/5b2/2PP4/2N3P1/PP2PP1P/R1BQKBNR b KQkq,  d4 Nf6   c4 d6   Nc3 Bf5   g3
"Old Indian Defense: Janowski Variation, Grinberg Gambit",A53,rn1qkb1r/ppp1pppp/3p1n2/5b2/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq,  d4 Nf6   c4 d6   Nc3 Bf5   e4
"Old Indian Defense: Janowski Variation, Main Line",A53,rn1qkb1r/ppp1pppp/3p1n2/5b2/2PP4/2N2P2/PP2P1PP/R1BQKBNR b KQkq,  d4 Nf6   c4 d6   Nc3 Bf5   f3
Old Indian Defense: Tartakower-Indian,A54,rn1qkb1r/ppp1pppp/3p1n2/8/2PP2b1/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 d6   c4 Bg4
Old Indian Defense: Two Knights Variation,A54,rnbqkb1r/ppp2ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq,  d4 Nf6   c4 d6   Nc3 e5   Nf3
Old Indian Defense: Ukrainian Variation,A54,rnbqkb1r/ppp2ppp/3p1n2/4p3/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 Nf6   c4 d6   Nc3 e5
Old Indian: Aged Gibbon Gambit,A53,rnbqkb1r/ppp1pppp/3p1n2/8/2PP2P1/8/PP2PP1P/RNBQKBNR b KQkq,  d4 Nf6   c4 d6   g4
Old Indian: Czech Variation,A53,rnbqkb1r/pp2pppp/2pp1n2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq,  d4 Nf6   Nf3 c6   c4 d6   Nc3
"Old Indian: Czech Variation, with Nc3",A53,rnbqkb1r/pp2pppp/2pp1n2/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 Nf6   c4 d6   Nc3 c6
"Old Indian: Czech Variation, with Nf3",A53,rnbqkb1r/pp2pppp/2pp1n2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 c6   c4 d6
Owen Defense,B00,rnbqkbnr/p1pppppp/1p6/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 b6
Owen Defense: Hekili-Loa Gambit,B00,r1bqkbnr/p2ppppp/1pn5/2P5/4P3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 b6   d4 c5   dxc5 Nc6
Owen Defense: Naselwaus Gambit,B00,rn1qkbnr/pbpppppp/1p6/6B1/3PP3/8/PPP2PPP/RN1QKBNR b KQkq,  e4 b6   d4 Bb7   Bg5
Owen Defense: Smith Gambit,B00,rn1qkbnr/pbpppppp/1p6/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 b6   d4 Bb7   Nf3
Owen Defense: Unicorn Variation,B00,rn1qkbnr/pbppp1pp/1p3p2/8/2PPP3/8/PP3PPP/RNBQKBNR w KQkq,  e4 f6   d4 b6   c4 Bb7
Owen Defense: Wind Gambit,B00,rn1qkbnr/pbpp1ppp/1p6/4p3/3PP3/5P2/PPP3PP/RNBQKBNR w KQkq,  e4 b6   d4 Bb7   f3 e5
Paleface Attack,A45,rnbqkb1r/pppppppp/5n2/8/3P4/5P2/PPP1P1PP/RNBQKBNR b KQkq,  d4 Nf6   f3
Petrov's Defense,C42,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nf6
Petrov: Modern Attack,C43,rnbqkb1r/pppp1ppp/5n2/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nf6   d4 exd4
Philidor Defense,C41,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 d6
Philidor Defense: Bird Gambit,C41,rnbqkbnr/ppp2ppp/3p4/8/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 d6   d4 exd4   c3
Philidor Defense: Exchange Variation,C41,rnbqkbnr/ppp2ppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 d6   d4 exd4
Philidor Defense: Hanham Variation,C41,r1bqkbnr/pppn1ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 d6   d4 Nd7
"Philidor Defense: Hanham Variation, Sharp Variation",C41,r1bqkbnr/ppp2ppp/1n1p4/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq,  e4 e5   Nf3 d6   d4 Nd7   Bc4 Nb6
Philidor Defense: Lopez Countergambit,C41,rnbqkbnr/ppp3pp/3p4/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 d6   Bc4 f5
